ExpID,Dataset,Model,BatchSize,Optimizer,LR,PinMem,Epoch,TrainLoss,TrainAcc,ValLoss,ValAcc,Time_ms
98,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.3196,88.71,0.2866,89.83,239680
98,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.2683,90.49,0.2393,91.59,239898
98,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.2246,91.91,0.2493,91.36,239797
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8121,70.66,0.4169,85.36,244605
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.4137,85.27,0.5022,84.61,244430
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.3275,88.36,0.2612,90.79,244729
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.2664,90.44,0.2411,91.91,245654
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.2268,92.01,0.2419,91.67,245348
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,6,0.1942,93.01,0.2597,91.4,244523
99,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,7,0.1606,94.24,0.2388,92.19,245159
100,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8154,70.18,0.4233,84.87,237581
100,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,2,0.4194,85.03,0.3253,88.03,238212
100,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.3297,88.47,0.2821,89.97,239081
100,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.2684,90.42,0.2665,90.71,236912
100,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.2302,91.81,0.2458,91.54,237572
100,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,6,0.1952,92.93,0.2521,91.44,237572
100,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,7,0.1711,93.8,0.2871,90.59,237332
101,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,1,1.4083,49.49,0.9309,67.64,242265
101,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,2,0.8593,69.49,0.6997,73.67,242777
101,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,3,0.672,75.5,0.5909,77.51,244452
101,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,4,0.5733,79.02,0.5114,80.94,244326
101,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,5,0.5098,81.37,0.4612,82.67,244241
102,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,1,1.4279,47.35,0.9495,66.16,236089
102,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,2,0.8903,67.77,0.7119,74.24,237712
102,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,3,0.6978,74.48,0.5925,78.97,238624
102,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,4,0.5856,78.4,0.5057,81.16,237832
102,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,5,0.5022,81.55,0.4565,82.33,237940
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,1,1.438,47.93,0.9373,67.17,242211
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,2,0.8731,68.74,0.7406,73.44,242845
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,3,0.6806,75.39,0.6134,77.37,243547
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,4,0.5793,78.86,0.5091,80.74,243534
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,5,0.5047,81.64,0.4469,84.04,244040
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,6,0.4569,83.55,0.4011,85.53,243357
103,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,7,0.4129,85.17,0.3704,86.89,244861
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,1,1.4405,47.68,0.936,67.11,236188
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,2,0.8845,68.3,0.7115,74.41,236236
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,3,0.7014,74.77,0.5743,78.7,237335
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,4,0.5805,78.8,0.5197,80.23,237063
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,5,0.5036,81.67,0.4332,84.21,237786
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,6,0.4412,83.86,0.3908,85.44,237246
104,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,7,0.3996,85.48,0.3547,86.91,236457
105,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,1,0.5711,79.56,0.373,86.46,254260
105,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,2,0.3504,87.3,0.3099,88.43,253998
105,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,3,0.291,89.51,0.2642,89.87,256333
105,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,4,0.2563,90.75,0.2429,91.53,256626
105,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,5,0.2259,91.62,0.2263,91.56,255164
106,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,1,0.6006,78.49,0.4902,83.14,248393
106,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,2,0.3849,86.06,0.3085,89.24,247842
106,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,3,0.3088,88.77,1.6877,54.54,249188
106,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,4,0.2697,90.26,0.2744,90.2,249328
106,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,5,0.2378,91.34,0.2872,89.59,249515
107,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8062,70.69,0.4444,84.5,237688
107,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.4196,85.18,0.3421,87.96,238336
107,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.3274,88.39,0.3286,88.6,238784
107,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.2701,90.39,0.3191,89.23,238632
107,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.2332,91.6,0.2547,91.54,238793
108,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,1,0.7992,71.04,0.7128,77.64,232917
108,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,2,0.4193,85.2,0.3384,88.34,232670
108,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.3285,88.45,0.263,90.41,232698
108,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.2681,90.42,0.2776,90.46,232572
108,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.2348,91.69,0.2429,91.37,232813
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8272,70.18,0.4772,82.77,238188
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.4215,85.21,0.3321,88.44,238303
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.3255,88.48,0.2789,89.77,238388
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.2728,90.35,0.321,88.79,238588
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.232,91.81,0.2471,91.21,238644
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,6,0.2011,92.79,0.2843,91,238575
109,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,7,0.1667,94.07,0.2535,91.37,238528
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,1,0.8312,69.9,0.5589,80.49,232657
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,2,0.4123,85.49,0.4127,85.67,232836
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.3181,88.71,0.3115,89.66,232451
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.2695,90.47,0.2795,90.37,232642
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.2299,91.88,0.3147,89.39,232663
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,6,0.197,92.93,0.2735,91.04,232745
110,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,7,0.1608,94.27,0.3145,90.09,232708
111,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,1,1.3766,49.1,0.9309,67.33,238920
111,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,2,0.8693,68.24,0.7398,74.4,239152
111,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,3,0.6914,74.55,0.5795,78.9,238824
111,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,4,0.5777,78.68,0.4984,81.53,238452
111,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,5,0.4972,81.94,0.4686,82.9,238261
112,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,1,1.4658,45.99,0.9686,61.61,232807
112,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,2,0.9062,66.49,0.7207,74.3,232996
112,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,3,0.7096,73.85,0.5769,78.3,232872
112,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,4,0.591,77.97,0.5178,80.29,232732
112,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,5,0.5129,80.98,0.4359,83.93,232714
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,1,1.453,47.29,0.9731,66.54,238786
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,2,0.9065,67.06,0.7195,74.34,239234
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,3,0.719,73.61,0.5879,78.2,238681
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,4,0.5828,78.51,0.5163,80.49,238724
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,5,0.4998,81.74,0.4627,82.83,239312
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,6,0.438,84.2,0.3848,86.1,239121
113,FashionMNIST,ResNet-50,16,SGD,0.0001,FALSE,7,0.3912,85.87,0.35,87.66,239021
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,1,1.4198,48.98,0.9184,66.83,232849
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,2,0.8599,69.14,0.7228,72.51,232637
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,3,0.6761,75.36,0.5534,79.73,232946
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,4,0.5637,79.36,0.4839,82.17,232661
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,5,0.4952,81.98,0.425,84.34,232763
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,6,0.4383,84.07,0.4073,85.11,232568
114,FashionMNIST,ResNet-50,16,SGD,0.0001,TRUE,7,0.3935,85.77,0.3632,86.46,232332
115,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,1,0.5987,78.32,0.4343,83.24,250456
115,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,2,0.3661,86.9,0.2762,89.71,251045
115,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,3,0.2959,89.23,1.3521,59.47,250484
115,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,4,0.2576,90.6,0.2359,91.39,250198
115,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,5,0.23,91.58,0.3582,86.16,250214
116,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,1,0.5845,78.92,0.5941,78.41,244463
116,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,2,0.3474,87.49,0.3561,86.64,244167
116,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,3,0.2878,89.58,0.2623,90.6,244417
116,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,4,0.2503,90.97,0.2485,91.47,244012
116,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,5,0.2226,91.94,0.2412,91.33,244604
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,1,0.5951,78.9,0.3756,86.74,251548
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,2,0.3584,87.16,0.3163,88.16,251233
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,3,0.2997,89.24,0.3053,89.91,250125
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,4,0.2598,90.66,0.2391,90.96,250101
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,5,0.2278,91.7,0.2709,90.4,250273
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,6,0.202,92.71,0.2183,91.93,250131
117,FashionMNIST,ResNet-50,16,Adam,0.001,FALSE,7,0.179,93.36,0.1941,93.2,250004
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,1,0.5649,79.73,0.3419,88.13,244304
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,2,0.3345,87.97,0.3034,89.21,244135
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,3,0.2851,89.63,0.2765,90.3,244503
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,4,0.248,91.02,0.223,92.13,244509
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,5,0.22,91.97,0.28,90.39,244402
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,6,0.1953,92.83,0.222,92.19,244329
118,FashionMNIST,ResNet-50,16,Adam,0.001,TRUE,7,0.1749,93.57,0.2291,91.87,244336
119,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,1,0.5445,79.82,0.3384,87.51,251174
119,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,2,0.308,88.89,0.2724,90.7,251001
119,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,3,0.2567,90.74,0.2536,91.03,251178
119,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,4,0.2201,92.04,0.2077,92.44,251886
119,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,5,0.189,93.14,0.2065,92.8,251476
120,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,1,0.5453,79.99,0.3698,87.09,245221
120,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,2,0.3172,88.59,0.5937,78.87,244912
120,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,3,0.2606,90.56,0.2769,89.74,245530
120,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,4,0.2226,91.93,0.2363,91.53,245267
120,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,5,0.1926,92.92,0.3139,88.34,244990
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,1,0.5472,79.76,0.3541,86.6,251332
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,2,0.3147,88.67,0.27,90.03,251401
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,3,0.2592,90.68,0.2501,90.8,251464
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,4,0.2183,92.04,0.2254,91.9,251529
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,5,0.1912,93.12,0.2481,91.37,251540
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,6,0.1632,94.13,0.2096,92.71,250877
121,FashionMNIST,ResNet-50,16,Adam,0.0001,FALSE,7,0.1348,95.13,0.2062,92.71,251146
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,1,0.5417,80.24,0.3708,86.89,244977
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,2,0.309,88.85,0.2445,91.06,244853
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,3,0.2542,90.76,0.2653,90.7,244924
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,4,0.2178,92.14,0.2404,91.57,245833
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,5,0.1873,93.3,0.2428,91.61,245772
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,6,0.1595,94.39,0.1992,93.3,245824
122,FashionMNIST,ResNet-50,16,Adam,0.0001,TRUE,7,0.1316,95.22,0.2206,92.86,245241
123,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,1,0.9193,65.64,0.5533,79.41,223533
123,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,2,0.4733,82.71,0.4114,85.33,223495
123,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,3,0.3588,86.99,0.3313,88.31,222859
123,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,4,0.301,89.05,0.3087,89.56,222445
123,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,5,0.2601,90.54,0.3073,89.74,223137
124,FashionMNIST,ResNet-50,32,SGD,0.001,TRUE,1,0.9441,64.53,0.5821,77.64,218050
124,FashionMNIST,ResNet-50,32,SGD,0.001,TRUE,2,0.4807,82.4,0.4112,85.07,218053
124,FashionMNIST,ResNet-50,32,SGD,0.001,TRUE,3,0.3671,86.63,0.4161,85.14,218114
124,FashionMNIST,ResNet-50,32,SGD,0.001,TRUE,4,0.3108,88.91,0.447,84.11,217681
124,FashionMNIST,ResNet-50,32,SGD,0.001,TRUE,5,0.2629,90.54,0.2697,90.46,217891
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,1,0.8912,66.84,0.7484,75.64,223196
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,2,0.4519,83.57,0.3708,86.34,222925
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,3,0.3483,87.47,0.346,87.33,222961
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,4,0.2902,89.51,0.2965,89.41,223097
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,5,0.2522,90.85,0.3034,89.91,223079
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,6,0.2159,92.16,0.2951,89.73,223056
125,FashionMNIST,ResNet-50,32,SGD,0.001,FALSE,7,0.1838,93.36,0.2782,90.54,223016
126,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8347,70.06,0.4335,84.56,243266
126,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.409,85.41,0.3325,88.13,240062
126,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.3156,88.86,0.2611,90.7,241664
126,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.2633,90.67,0.2204,92.16,241234
126,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.2232,91.94,0.2328,91.61,240907
127,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,1,0.8121,70.46,0.4563,84.19,233854
127,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,2,0.4006,85.87,0.3013,89.21,232746
127,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.3121,89.01,0.2932,90.17,234010
127,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.2676,90.57,0.327,88.73,234795
127,FashionMNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.2227,92.08,0.3315,89.67,234836
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8203,70.57,0.4514,83.59,239903
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.4067,85.48,0.3045,89.14,240646
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.3103,88.91,0.3404,87.84,241877
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.2615,90.68,0.3507,89,240816
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.2246,91.94,0.2703,90.91,242692
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,6,0.1879,93.22,0.2497,91.91,241014
128,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,7,0.1633,94.05,0.2712,91.37,241543
